WP_305260955.1#10|Undibacterium_sp_	492	+	+	0	-2963	-2472	4275	4766	WP_305260951.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	780	+	+	0	-1724	-945	5514	6293	WP_305260953.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	87	+	+	11	-824	-738	6414	6500	pseudogene_10.0*#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	750	+	+	1	-755	-6	6483	7232	WP_305260986.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	1323	+	+	9	1	1323	7239	8561	WP_305260955.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	1254	+	+	1	1669	2922	8907	10160	WP_305260957.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	288	+	-	0	3069	3356	10307	10594	WP_305260959.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	387	+	-	0	3730	4116	10968	11354	WP_305260961.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1
WP_305260955.1#10|Undibacterium_sp_	1182	+	+	0	4395	5576	11633	12814	WP_305260962.1#10	NZ_JAUXQE010000023.1	GCF_030683615.1



WP_041419018.1#1|Simkania_negevensis_Z	1029	+	+	0	-4872	-3844	1930067	1931095	WP_013944198.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	2904	+	+	0	-3817	-914	1931122	1934025	WP_013944199.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	339	+	+	0	-843	-505	1934096	1934434	WP_041419015.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	339	+	+	0	-450	-112	1934489	1934827	WP_013944201.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	5334	+	+	9	1	5334	1934940	1940273	WP_041419018.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	186	+	+	4	5342	5527	1940281	1940466	WP_013944203.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	348	+	+	0	5703	6050	1940642	1940989	WP_158307238.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	264	+	+	0	6054	6317	1940993	1941256	WP_013944205.1#1	NC_015713.1	GCF_000237205.1
WP_041419018.1#1|Simkania_negevensis_Z	75	+	+	11	6365	6439	1941304	1941378	pseudogene_1.8*#1	NC_015713.1	GCF_000237205.1



WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	759	+	-	7	-2262	-1504	1116822	1117580	WP_316355856.1#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	276	+	-	3	-1507	-1232	1117577	1117852	WP_316355858.1#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	624	+	-	11	-1174	-551	1117910	1118533	pseudogene_11.4*#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	291	+	-	3	-533	-243	1118551	1118841	WP_316355860.1#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	261	+	+	9	1	261	1119085	1119345	WP_316355862.1#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	183	+	+	4	263	445	1119347	1119529	WP_316355863.1#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	123	+	+	11	679	801	1119763	1119885	pseudogene_11.6*#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	123	+	-	0	870	992	1119954	1120076	WP_316355865.1#11	NZ_OY735137.1	GCF_963457595.1
WP_316355862.1#11|Candidatus_Neptunichlamydia_sp__REUL1	372	+	-	8	1045	1416	1120129	1120500	WP_316355866.1#11	NZ_OY735137.1	GCF_963457595.1



WP_316357524.1#12|Candidatus_Neptunichlamydia_sp__REUL1	1056	+	-	8	-6102	-5047	1926598	1927653	WP_316357515.1#12	NZ_OY735137.1	GCF_963457595.1
