WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	2457	-	+	0	-6675	-4219	662719	665175	WP_013009988.1#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	939	-	+	127	-3579	-2641	661141	662079	pseudogene_186.6*#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	1181	-	-	12	-2609	-1429	659929	661109	WP_430640267.1#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	1365	-	-	0	-1469	-105	658605	659969	WP_013009984.1#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	321	-	+	125	1	321	658179	658499	WP_013009983.1#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	309	-	+	1	308	616	657884	658192	WP_013009982.1#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	387	-	-	0	624	1010	657490	657876	WP_013009981.1#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	1094	-	-	12	1125	2218	656282	657375	WP_148214139.1#186	NC_013943.1	GCF_000025725.1
WP_013009983.1#186|Denitrovibrio_acetiphilus_DSM_12809	201	-	+	0	2299	2499	656001	656201	WP_041229841.1#186	NC_013943.1	GCF_000025725.1



WP_014956779.1#63|Desulfobacula_toluolica_Tol2	591	+	-	0	-2334	-1744	1498803	1499393	WP_014956777.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	195	+	-	0	-1670	-1476	1499467	1499661	WP_041279330.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	933	+	-	0	-1391	-459	1499746	1500678	WP_014956778.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	390	+	-	0	-449	-60	1500688	1501077	WP_051012300.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	333	+	+	125	1	333	1501138	1501470	WP_014956779.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	300	+	+	1	330	629	1501467	1501766	WP_232508085.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	279	+	+	1	708	986	1501845	1502123	WP_014956781.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	273	+	+	1	988	1260	1502125	1502397	WP_014956782.1#63	NC_018645.1	GCF_000307105.1
WP_014956779.1#63|Desulfobacula_toluolica_Tol2	1122	+	-	20	1385	2506	1502522	1503643	WP_014956783.1#63	NC_018645.1	GCF_000307105.1



WP_017327692.1#139|Synechococcus_sp__PCC_7336	1119	+	-	0	-4217	-3099	4188178	4189296	WP_017327689.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	1182	+	-	0	-2997	-1816	4189398	4190579	WP_017327690.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	906	+	-	0	-1607	-702	4190788	4191693	WP_227498547.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	303	+	-	0	-475	-173	4191920	4192222	WP_156820243.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	339	+	+	125	1	339	4192396	4192734	WP_017327692.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	312	+	+	1	332	643	4192727	4193038	WP_017327693.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	813	+	-	0	1424	2236	4193819	4194631	WP_026101172.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	330	+	+	0	2706	3035	4195101	4195430	WP_017327695.1#139	NZ_CM001776.1	GCF_000332275.1
WP_017327692.1#139|Synechococcus_sp__PCC_7336	375	+	+	0	3219	3593	4195614	4195988	WP_227498548.1#139	NZ_CM001776.1	GCF_000332275.1



WP_200389331.1#95|Thiocapsa_imhoffii	1905	+	+	0	-4338	-2434	57311	59215	WP_200389327.1#95	NZ_NRSD01000026.1	GCF_016583985.1
WP_200389331.1#95|Thiocapsa_imhoffii	789	+	-	127	-1973	-1185	59676	60464	pseudogene_95.9*#95	NZ_NRSD01000026.1	GCF_016583985.1
WP_200389331.1#95|Thiocapsa_imhoffii	180	+	+	0	-889	-710	60760	60939	WP_242467714.1#95	NZ_NRSD01000026.1	GCF_016583985.1
WP_200389331.1#95|Thiocapsa_imhoffii	309	+	+	49	-538	-230	61111	61419	WP_443080763.1#95	NZ_NRSD01000026.1	GCF_016583985.1
WP_200389331.1#95|Thiocapsa_imhoffii	330	+	+	125	1	330	61650	61979	WP_200389331.1#95	NZ_NRSD01000026.1	GCF_016583985.1
WP_200389331.1#95|Thiocapsa_imhoffii	324	+	+	1	335	658	61984	62307	WP_200389332.1#95	NZ_NRSD01000026.1	GCF_016583985.1
WP_200389331.1#95|Thiocapsa_imhoffii	177	+	+	0	816	992	62465	62641	WP_200389333.1#95	NZ_NRSD01000026.1	GCF_016583985.1
WP_200389331.1#95|Thiocapsa_imhoffii	321	+	-	0	1359	1679	63008	63328	WP_200389334.1#95	NZ_NRSD01000026.1	GCF_016583985.1



WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	1089	-	-	0	-4396	-3308	2019953	2021041	WP_169071160.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	1368	-	-	76	-3244	-1877	2018522	2019889	WP_034919789.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	225	-	+	0	-1722	-1498	2018143	2018367	WP_034919791.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	1275	-	+	127	-1305	-31	2016676	2017950	pseudogene_165.0*#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	342	-	+	125	1	342	2016303	2016644	WP_169071159.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	315	-	+	1	339	653	2015992	2016306	WP_169071158.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	1440	-	-	0	1113	2552	2014093	2015532	WP_169072211.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	222	-	+	0	2854	3075	2013570	2013791	WP_248594609.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1
WP_169071159.1#165|Candidatus_Accumulibacter_contiguus	954	-	+	0	3072	4025	2012620	2013573	WP_332352159.1#165	NZ_JAZKUC010000001.1	GCF_036625285.1



WP_132963683.1#66|Tepidimonas_ignava	1260	+	+	3	-2227	-968	6020	7279	WP_341539531.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	279	+	+	60	-935	-657	7312	7590	WP_132963681.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	294	+	+	61	-639	-346	7608	7901	WP_132963682.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	300	+	+	1	-349	-50	7898	8197	WP_243646593.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	327	+	+	125	1	327	8248	8574	WP_132963683.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	327	+	+	1	324	650	8571	8897	WP_132963684.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	279	+	+	60	694	972	8941	9219	WP_132963685.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	303	+	+	61	984	1286	9231	9533	WP_132963686.1#66	NZ_VJNC01000026.1	GCF_007556615.1
WP_132963683.1#66|Tepidimonas_ignava	213	+	+	0	1315	1527	9562	9774	WP_132963687.1#66	NZ_VJNC01000026.1	GCF_007556615.1



WP_112487839.1#38|Thiomonas_sp__X19	3426	-	+	0	-7145	-3720	4394723	4398148	WP_158540976.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	1164	-	+	0	-3515	-2352	4393355	4394518	WP_112488546.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	357	-	+	0	-1915	-1559	4392562	4392918	WP_112487840.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	1410	-	+	3	-1438	-29	4391032	4392441	WP_371412975.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	327	-	+	125	1	327	4390676	4391002	WP_112487839.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	309	-	+	1	324	632	4390371	4390679	WP_112487838.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	339	-	+	1	629	967	4390036	4390374	WP_233224673.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	1374	-	+	0	1068	2441	4388562	4389935	WP_112487837.1#38	NZ_LT605203.1	GCF_900089495.1
WP_112487839.1#38|Thiomonas_sp__X19	222	-	+	0	2568	2789	4388214	4388435	WP_112487836.1#38	NZ_LT605203.1	GCF_900089495.1



WP_264569513.1#112|Rhodoferax_antarcticus	2178	+	+	73	-3513	-1336	8219	10396	WP_264569509.1#112	NZ_JAOQNV010000044.1	GCF_025961535.1
WP_264569513.1#112|Rhodoferax_antarcticus	153	+	+	0	-1296	-1144	10436	10588	WP_406681893.1#112	NZ_JAOQNV010000044.1	GCF_025961535.1
WP_264569513.1#112|Rhodoferax_antarcticus	237	+	+	0	-830	-594	10902	11138	WP_264569511.1#112	NZ_JAOQNV010000044.1	GCF_025961535.1
WP_264569513.1#112|Rhodoferax_antarcticus	411	+	+	0	-590	-180	11142	11552	WP_264569512.1#112	NZ_JAOQNV010000044.1	GCF_025961535.1
WP_264569513.1#112|Rhodoferax_antarcticus	327	+	+	125	1	327	11733	12059	WP_264569513.1#112	NZ_JAOQNV010000044.1	GCF_025961535.1
WP_264569513.1#112|Rhodoferax_antarcticus	291	+	+	1	324	614	12056	12346	WP_264569514.1#112	NZ_JAOQNV010000044.1	GCF_025961535.1
WP_264569513.1#112|Rhodoferax_antarcticus	531	+	+	73	778	1308	12510	13040	WP_264569515.1#112	NZ_JAOQNV010000044.1	GCF_025961535.1



WP_006509578.1#2|Xenococcus_sp__PCC_7305	408	+	+	0	-1269	-862	22267	22674	WP_006509576.1#2	NZ_ALVZ01000167.1	GCF_000332055.1
WP_006509578.1#2|Xenococcus_sp__PCC_7305	80	+	+	126	-754	-675	22782	22861	tRNA_2.6*#2	NZ_ALVZ01000167.1	GCF_000332055.1
WP_006509578.1#2|Xenococcus_sp__PCC_7305	291	+	-	21	-562	-272	22974	23264	WP_083889366.1#2	NZ_ALVZ01000167.1	GCF_000332055.1
WP_006509578.1#2|Xenococcus_sp__PCC_7305	213	+	+	0	-256	-44	23280	23492	WP_006509577.1#2	NZ_ALVZ01000167.1	GCF_000332055.1
