WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	294	+	-	0	-3008	-2715	409586	409879	WP_013683180.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	900	+	+	0	-2501	-1602	410093	410992	WP_048085492.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	579	+	-	13	-1515	-937	411079	411657	WP_013683182.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	579	+	-	13	-852	-274	411742	412320	WP_013683183.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	261	+	+	64	1	261	412595	412855	WP_013683184.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	222	+	+	1	239	460	412833	413054	WP_013683185.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	303	+	-	13	462	764	413056	413358	WP_052302954.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	417	+	+	0	947	1363	413541	413957	WP_013683186.1#84	NC_015320.1	GCF_000194625.1
WP_013683184.1#84|Archaeoglobus_veneficus_SNP6	294	+	-	13	1424	1717	414018	414311	WP_048085493.1#84	NC_015320.1	GCF_000194625.1



WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	1230	-	+	0	-8074	-6845	1007565	1008794	WP_066061901.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	144	-	+	0	-6404	-6261	1006981	1007124	WP_156469400.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	2934	-	+	10	-6279	-3346	1004066	1006999	WP_156469399.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	3351	-	+	11	-3349	1	1000719	1004069	WP_066061896.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	261	-	+	64	1	261	1000459	1000719	WP_066061893.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	213	-	+	1	248	460	1000260	1000472	WP_066061890.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	588	-	+	0	469	1056	999664	1000251	WP_066061887.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	765	-	-	0	1210	1974	998746	999510	WP_066061884.1#54	NZ_CP013015.1	GCF_001577525.1
WP_066061893.1#54|Candidatus_Desulfofervidus_auxilii	654	-	-	0	1981	2634	998086	998739	WP_066061881.1#54	NZ_CP013015.1	GCF_001577525.1



WP_148678869.1#1|Aeropyrum_pernix_K1	270	-	+	0	-1997	-1728	203657	203926	WP_010865630.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	519	-	+	32	-1741	-1223	203152	203670	WP_010865629.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	327	-	+	0	-819	-493	202422	202748	WP_010865628.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	228	-	+	1	-223	4	201925	202152	WP_010865627.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	237	-	+	64	1	237	201692	201928	WP_148678869.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	492	-	+	0	621	1112	200817	201308	WP_148678868.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	189	-	+	38	1294	1482	200447	200635	WP_148679244.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	216	-	+	0	1798	2013	199916	200131	WP_010865625.1#1	NC_000854.2	GCF_000011125.1
WP_148678869.1#1|Aeropyrum_pernix_K1	351	-	+	0	2252	2602	199327	199677	WP_010865624.1#1	NC_000854.2	GCF_000011125.1



